family,noise,guard,seeds,n_total,accuracy,accuracy_se,nonabstain_accuracy,nonabstain_accuracy_se,balanced_accuracy,balanced_accuracy_se,unsafe_false_positive_rate,unsafe_false_positive_rate_se,avoidable_false_negative_rate,avoidable_false_negative_rate_se,abstention_rate,abstention_rate_se,precision,precision_se,recall,recall_se,f1,f1_se,mean_test_cost,mean_test_cost_se,mean_tests_used,mean_tests_used_se,mean_total_cost,mean_total_cost_se,stale_unsafe_rate,stale_unsafe_rate_se,dominated_rate,dominated_rate_se
E_noise_bias,0.0,bayes_guard,10,20000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5100000000000016,0.0,5.0,0.0,0.5100000000000016,0.0,0.0,0.0,0.0,0.0
E_noise_bias,0.0,crisp_guard,10,20000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10199999999999987,0.0,1.0,0.0,0.10199999999999987,0.0,0.0,0.0,0.0,0.0
E_noise_bias,0.0,margin_abstain_guard,10,20000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10199999999999987,0.0,1.0,0.0,0.10199999999999987,0.0,0.0,0.0,0.0,0.0
E_noise_bias,0.0,repeat3_guard,10,20000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3060000000000007,0.0,3.0,0.0,0.3060000000000007,0.0,0.0,0.0,0.0,0.0
E_noise_bias,0.01,bayes_guard,10,20000,0.99915,0.00023629078131262734,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0008500000000000001,0.0002362907813126304,1.0,0.0,1.0,0.0,1.0,0.0,0.5100000000000016,0.0,5.0,0.0,0.5101275000000016,3.544361719689392e-05,0.0,0.0,0.0,0.0
E_noise_bias,0.01,crisp_guard,10,20000,0.9895,0.0011328430311977596,0.9895,0.0011328430311977596,0.9901075081140541,0.001100288099132377,0.00925,0.0011260797287739243,0.00125,0.00026087459737497546,0.0,0.0,0.9365502374500987,0.007177032461125668,0.9909401853635161,0.0018950389798685233,0.9628350702922114,0.0038380916649676205,0.10199999999999987,0.0,1.0,0.0,0.14900000000000058,0.005618501184084321,0.0,0.0,0.0,0.0
E_noise_bias,0.01,margin_abstain_guard,10,20000,0.98255,0.0008578072821638555,0.995944826728431,0.0002279979531918572,0.9960607817757642,0.0003978021208066146,0.0035,0.00028867513459481284,0.0005,0.00012909944487358055,0.01345,0.0007433034373659251,0.974399454155055,0.0024234440491793002,0.996230189240498,0.0009730335359107603,0.9851732380622684,0.001113298272496746,0.10199999999999987,0.0,1.0,0.0,0.12181750000000015,0.0014259843091703481,0.0,0.0,0.0,0.0
E_noise_bias,0.01,repeat3_guard,10,20000,0.9996,0.00014529663145135507,0.9996,0.00014529663145135507,0.9997681031976876,8.411082049039128e-05,0.0004,0.00014529663145135578,0.0,0.0,0.0,0.0,0.9971030979817994,0.001063978593880742,1.0,0.0,0.9985468878983824,0.0005339146256857373,0.3060000000000007,0.0,3.0,0.0,0.3080000000000007,0.0007264831572567668,0.0,0.0,0.0,0.0
E_noise_bias,0.03,bayes_guard,10,20000,0.9907,0.0006879922480183425,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0006879922480183432,1.0,0.0,1.0,0.0,1.0,0.0,0.5100000000000016,0.0,5.0,0.0,0.5113950000000015,0.00010319883720274726,0.0,0.0,0.0,0.0
E_noise_bias,0.03,crisp_guard,10,20000,0.9698,0.0012364824660660917,0.9698,0.0012364824660660917,0.9691764904515018,0.0016442570133695191,0.025849999999999998,0.0011156711980786374,0.00435,0.0004536885862938732,0.0,0.0,0.83685958776034,0.006297090822708469,0.9683256933370445,0.002993207377121653,0.897675774541394,0.00386890293606016,0.10199999999999987,0.0,1.0,0.0,0.23386000000000182,0.005605992825143108,0.0,0.0,0.0,0.0
E_noise_bias,0.03,margin_abstain_guard,10,20000,0.94745,0.001683993269978634,0.9874896042681638,0.0007609157048389636,0.9863488384653045,0.0014363161671454823,0.01005,0.0006344288770224759,0.0019500000000000001,0.00032015621187164245,0.04055,0.001304798835069989,0.9272991988072761,0.0049428815566852965,0.9848267498697407,0.002710515145157718,0.9551411100295671,0.0032565030853779317,0.10199999999999987,0.0,1.0,0.0,0.15950250000000082,0.0032393424615704903,0.0,0.0,0.0,0.0
E_noise_bias,0.03,repeat3_guard,10,20000,0.9969,0.00047022453265552704,0.9969,0.00047022453265552704,0.9967854606793127,0.0006015831961139414,0.00265,0.0004833333333333333,0.00045,0.00015723301886761006,0.0,0.0,0.9812221500149323,0.003142232334407316,0.9966481990779389,0.001212786359957112,0.9888450984409151,0.00158900830322105,0.3060000000000007,0.0,3.0,0.0,0.3195200000000005,0.0023953102327487637,0.0,0.0,0.0,0.0
E_noise_bias,0.05,bayes_guard,10,20000,0.97945,0.0006930207628763974,0.9999489535477284,5.104645227156368e-05,0.9999703264094956,2.967359050445317e-05,5e-05,4.9999999999999996e-05,0.0,0.0,0.0205,0.0006912147117775906,0.9996363636363637,0.00036363636363636595,1.0,0.0,0.9998178506375228,0.0001821493624772352,0.5100000000000016,0.0,5.0,0.0,0.5133250000000013,0.00027064737205447913,0.0,0.0,0.0,0.0
E_noise_bias,0.05,crisp_guard,10,20000,0.94935,0.002160311191575055,0.94935,0.002160311191575055,0.9506477539044262,0.0024063636874572386,0.04405,0.0020047859403603836,0.0066,0.0006531972647421808,0.0,0.0,0.7475498168996922,0.01112331271815332,0.9523349228289573,0.003709843579518178,0.8371661431018991,0.007163618422517399,0.10199999999999987,0.0,1.0,0.0,0.32621000000000583,0.010064596365478823,0.0,0.0,0.0,0.0
E_noise_bias,0.05,margin_abstain_guard,10,20000,0.91025,0.001700081697383328,0.9772363315902856,0.0010744520143763478,0.9766664524748297,0.0015083756244506081,0.0181,0.0007986099033807293,0.0031,0.00034801021696368497,0.06855,0.001136392928915385,0.872481547821481,0.0058545693126826935,0.9758472552248251,0.002372455632594201,0.9211866240583502,0.0037193172595660277,0.10199999999999987,0.0,1.0,0.0,0.20464250000000106,0.00410964321579275,0.0,0.0,0.0,0.0
E_noise_bias,0.05,repeat3_guard,10,20000,0.9932,0.0003958114029012636,0.9932,0.0003958114029012636,0.9929801447447392,0.0005668998176548312,0.0058,0.0004229525846816507,0.001,0.00016666666666666666,0.0,0.0,0.9588614501914662,0.0031894512129517325,0.9926800477057942,0.0011893735063718829,0.9754468626621218,0.0016316409377919619,0.3060000000000007,0.0,3.0,0.0,0.33560000000000023,0.0020813991020998553,0.0,0.0,0.0,0.0
E_noise_bias,0.08,bayes_guard,10,20000,0.9441499999999999,0.001621127865270208,0.9997882681488975,0.00011690587698338879,0.9997183914322834,0.00019053954553888375,0.00015000000000000001,0.00010671873729054748,5e-05,4.9999999999999996e-05,0.05565,0.001621127865270212,0.9988912851139129,0.0007841122533288231,0.9996212121212121,0.00037878787878787846,0.9992541929923334,0.0004090175145718252,0.5100000000000016,0.0,5.0,0.0,0.5191275000000006,0.000511879027592327,0.0,0.0,0.0,0.0
E_noise_bias,0.08,crisp_guard,10,20000,0.9139,0.002194437412084375,0.9139,0.002194437412084375,0.9123472448964736,0.0038559750348417907,0.0737,0.0014966629547095763,0.0124,0.0010482790129010926,0.0,0.0,0.6280087202808241,0.007627991299161855,0.9101221102485652,0.006549810551091369,0.7429374134423682,0.0061645287121717745,0.10199999999999987,0.0,1.0,0.0,0.4779400000000105,0.007799076868450519,0.0,0.0,0.0,0.0
E_noise_bias,0.08,margin_abstain_guard,10,20000,0.853,0.003411581581743123,0.9610905238734212,0.00201188933620361,0.9607003871158165,0.002525467572791082,0.0297,0.0019295940851208407,0.00485,0.0006954215348341688,0.11245,0.0035138219141619066,0.7974795024716081,0.011560955068713833,0.9601569772696138,0.005243303859732916,0.8707744622687792,0.006927954897733374,0.10199999999999987,0.0,1.0,0.0,0.2702775000000021,0.009421637662848611,0.0,0.0,0.0,0.0
E_noise_bias,0.08,repeat3_guard,10,20000,0.98195,0.0004561310727801308,0.98195,0.0004561310727801308,0.9823714976285183,0.001530842158593759,0.01575,0.0006422616289332563,0.0023,0.0004666666666666666,0.0,0.0,0.8949420537702777,0.00466054820652576,0.982995313693553,0.003531897324807723,0.9367927618320757,0.002506526422637392,0.3060000000000007,0.0,3.0,0.0,0.38612999999999964,0.0030206345911634393,0.0,0.0,0.0,0.0
E_noise_bias,0.12,bayes_guard,10,20000,0.88855,0.0030041175446746788,0.9989905556117065,0.00036395791771982975,0.9989372137181405,0.00039817750363828623,0.00075,0.000291070819942883,0.00015000000000000001,7.637626158259733e-05,0.11055,0.003059093910875499,0.9940496435777333,0.002224217302874888,0.9988548522857419,0.0005851438489861102,0.9964361316718885,0.001238710641696865,0.5100000000000016,0.0,5.0,0.0,0.5304224999999998,0.0014928089201978125,0.0,0.0,0.0,0.0
E_noise_bias,0.12,crisp_guard,10,20000,0.8746,0.002744489428331289,0.8746,0.002744489428331289,0.8721109885598738,0.003905108768741056,0.10755,0.0028736832733541723,0.01785,0.0008976822006330151,0.0,0.0,0.5252732592151264,0.012450368569261792,0.8688096380427001,0.0075225636806196166,0.6540971060937751,0.010785099106847355,0.10199999999999987,0.0,1.0,0.0,0.6504599999999939,0.014217822930703646,0.0,0.0,0.0,0.0
E_noise_bias,0.12,margin_abstain_guard,10,20000,0.7879,0.001696073897761141,0.9478100551104403,0.0016154504636263435,0.941977954795464,0.002618011923096917,0.0359,0.0011638060166730727,0.0075,0.0004472135954999579,0.16870000000000002,0.0020030532250098136,0.7482829907491361,0.010988992982683738,0.934054342507567,0.0044715306527463305,0.8306428490683709,0.008146156370369943,0.10199999999999987,0.0,1.0,0.0,0.3113050000000036,0.005742811690375521,0.0,0.0,0.0,0.0
E_noise_bias,0.12,repeat3_guard,10,20000,0.9571,0.0015524174696260014,0.9571,0.0015524174696260014,0.9596181198336129,0.0016384506634039024,0.0378,0.0014399074044303443,0.0051,0.0004068851871911234,0.0,0.0,0.7769643426442162,0.008700510051163953,0.9630409802036979,0.0024705200571600292,0.8597910433895338,0.005424136888411643,0.3060000000000007,0.0,3.0,0.0,0.4980599999999983,0.00723921726892244,0.0,0.0,0.0,0.0
E_noise_bias,0.18,bayes_guard,10,20000,0.77365,0.0023875254507078614,0.9933886909109491,0.0005532830238043751,0.9922463112703418,0.0006943714116999615,0.00415,0.00040858835573770875,0.001,0.00014907119849998598,0.2212,0.0024027761721253484,0.9622755829704662,0.0035596800613851677,0.9906697999132837,0.0012930174648973936,0.976229178944104,0.0018497009014779371,0.5100000000000016,0.0,5.0,0.0,0.5645299999999994,0.002027603949931488,0.0,0.0,0.0,0.0
E_noise_bias,0.18,crisp_guard,10,20000,0.81655,0.00248825016605824,0.81655,0.00248825016605824,0.8146230496727911,0.0038494996802227867,0.15765,0.0020763884243775047,0.0258,0.0012069244660154448,0.0,0.0,0.41341323242717176,0.007247596436843827,0.8119783853544256,0.0070141734728177115,0.5475303881451202,0.0070081205402306645,0.10199999999999987,0.0,1.0,0.0,0.905729999999976,0.010468004691545144,0.0,0.0,0.0,0.0
E_noise_bias,0.18,margin_abstain_guard,10,20000,0.6898,0.004148091930835985,0.9182560601299304,0.0019128584063569348,0.91692514309247,0.0034020007058008744,0.05285,0.0014644870167475786,0.00855,0.0006344288770224759,0.2488,0.00408737894825849,0.6373602137122525,0.011951932297746708,0.9152198346224976,0.006752758815388992,0.7509225822523531,0.00945624962063406,0.10199999999999987,0.0,1.0,0.0,0.40870000000000595,0.007143987370898573,0.0,0.0,0.0,0.0
E_noise_bias,0.18,repeat3_guard,10,20000,0.91005,0.002542363292511731,0.91005,0.002542363292511731,0.9096606585330521,0.003639053329705474,0.07735,0.0024743686063317246,0.0126,0.0011827463332806782,0.0,0.0,0.6169031854395368,0.009984183275385826,0.9089592853336335,0.007162340740409815,0.7343249601358616,0.006985991743134632,0.3060000000000007,0.0,3.0,0.0,0.7003099999999912,0.01226347286320877,0.0,0.0,0.0,0.0
E_noise_bias,0.25,bayes_guard,10,20000,0.63325,0.0031182705320595763,0.9748937818395654,0.0007683721200425638,0.9740614350083086,0.0013865685844591442,0.013900000000000001,0.0006182412330330469,0.0024000000000000002,0.00029627314724385296,0.35045,0.0029715783310856475,0.8593934786964876,0.007760623676775571,0.9728664214236605,0.0031571981714024655,0.9123836889137126,0.004029003938882833,0.5100000000000016,0.0,5.0,0.0,0.6335075000000012,0.0030467857608015877,0.0,0.0,0.0,0.0
E_noise_bias,0.25,crisp_guard,10,20000,0.7395,0.0027708803254160473,0.7395,0.0027708803254160473,0.7451619725406515,0.004282941260857214,0.2267,0.003669847105504231,0.033800000000000004,0.0015602706317957933,0.0,0.0,0.3127290969638557,0.007433202203364609,0.7530479915081849,0.010929016883827507,0.4414338920135005,0.008087367222325673,0.10199999999999987,0.0,1.0,0.0,1.2557799999999733,0.01768890926855361,0.0,0.0,0.0,0.0
E_noise_bias,0.25,margin_abstain_guard,10,20000,0.5798,0.0034336569426778795,0.8900584181784394,0.0018729658580253804,0.8968430814151236,0.0035588401562034427,0.0632,0.0012342339054382415,0.0084,0.0007023769168568491,0.34859999999999997,0.0032135131346653378,0.5605810308652164,0.009644486258127341,0.9061175065489881,0.0071271013387467835,0.6920928598012165,0.007638458614105112,0.10199999999999987,0.0,1.0,0.0,0.4753300000000053,0.005908565815830529,0.0,0.0,0.0,0.0
E_noise_bias,0.25,repeat3_guard,10,20000,0.8387,0.003138647975022224,0.8387,0.003138647975022224,0.8349012852742786,0.003836651772212657,0.138,0.003118047822311616,0.0233,0.0008339997335464534,0.0,0.0,0.45182254783736625,0.011902393686433446,0.8296683962906155,0.005868082362513916,0.5843748881903748,0.010613071679313295,0.3060000000000007,0.0,3.0,0.0,1.009979999999985,0.015543678958198923,0.0,0.0,0.0,0.0
